PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
920;51899507;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199387;Ruprechtice_2_monitoring_modrásci;5363;Ruprechtice u Broumova;-604885;-999612;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;269;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;185;20211108
921;51899505;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8199385;Ruprechtice_1_monitoring_modrásci;5363;Ruprechtice u Broumova;-605528;-998708;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;62;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;57;20211108
922;51899494;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180805;20180805;;8199051;Hynèice_Heømánkovice_inventarizace_motıli;5363;Heømánkovice;-602684;-1000820;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;2;0;jedinci;ojedinìle;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;835;20211108
923;51899468;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180711;20180711;;8199051;Hynèice_Heømánkovice_inventarizace_motıli;5363;Heømánkovice;-602684;-1000820;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;;0;jedinci;11-100;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;835;20211108
924;51898756;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180805;20180805;;8198999;Ruprechtice_inventarizace_motıli;5363;Ruprechtice u Broumova;-605063;-999806;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;1;0;jedinci;vzácnì;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;668;20211107
925;51898731;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180711;20180711;;8198999;Ruprechtice_inventarizace_motıli;5363;Ruprechtice u Broumova;-605063;-999806;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363d - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování – denní motıli bezlesí.;0;;0;jedinci;1-10;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;668;20211107
926;51898687;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8198988;Viòov_3b_monitoring_modrásci;5363;Mezimìstí;-607559;-999054;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363c - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování - denní motıli bezlesí.;0;2;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;145;20211107
927;51898679;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8198983;Viòov_3a_monitoring_modrásci;5363;Mezimìstí;-607631;-999097;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363c - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování - denní motıli bezlesí.;0;73;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;159;20211107
928;51898671;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8198980;Viòov_2_monitoring_modrásci;5363;Viòov;-606785;-997552;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363c - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování - denní motıli bezlesí.;0;9;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;108;20211107
929;51898649;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20160704;20160805;;8198928;Viòov_1_monitoring_modrásci;5363;Viòov;-606969;-998324;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363c - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování - denní motıli bezlesí.;0;74;0;jedinci;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;47;20211107
930;51898595;Phengaris teleius;modrásek oèkovanı;Motıli;Vrabec Vladimír;20180711;20180711;;8198444;Mezimìstí_inventarizace_motıli;5363;Mezimìstí;-607693;-999545;Vrabec Vladimír (2018) Inventarizaèní prùzkum - denní motıli bezlesí, ètverec 5363c - Broumovsko. Extenzivní mapování vybranıch motılù na území ètvercù prvního øádu síového mapování - denní motıli bezlesí.;0;1;0;jedinci;vzácnì;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;Nálezová data ochrany pøírody;Vrabec Vladimír;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;747;20211107
931;51893218;Phengaris teleius;modrásek oèkovanı;Motıli;Bezdìk Milan;20210822;20210822;;8196768;PP Louka u Brodskıch;5152;Dolní Chøibská;-727199;-957698;BEZDÌK M. (2021) Inventarizaèní prùzkum denních motılù PP Louka u Brodskıch: Závìreèná zpráva. Veleò. Manuskript. 13 s., fotografická pøíloha. Archivuje Ústøední seznam ochrany pøírody, AOPK ÈR, Praha.;0;1;0;samice;;;;;let;0;11:00 - 12:00.  24°C | V 0-1 | O-Z | N3.;Celé území, seèené a neseèené èásti;Vlhké louky s døevinami, lemy okraje ruderalizované;;OP MapInv: Inventarizace MZCHÚ;Nálezová data ochrany pøírody;Pavlíèko Alois;1;;;Garantováno;;SO;HD II, HD IV;VU;;;333;58;20211103
932;51893217;Phengaris teleius;modrásek oèkovanı;Motıli;Bezdìk Milan;20210822;20210822;;8196768;PP Louka u Brodskıch;5152;Dolní Chøibská;-727199;-957698;BEZDÌK M. (2021) Inventarizaèní prùzkum denních motılù PP Louka u Brodskıch: Závìreèná zpráva. Veleò. Manuskript. 13 s., fotografická pøíloha. Archivuje Ústøední seznam ochrany pøírody, AOPK ÈR, Praha.;0;1;0;samci;;;;;let;0;11:00 - 12:00.  24°C | V 0-1 | O-Z | N3.;Celé území, seèené a neseèené èásti;Vlhké louky s døevinami, lemy okraje ruderalizované;;OP MapInv: Inventarizace MZCHÚ;Nálezová data ochrany pøírody;Pavlíèko Alois;1;;;Garantováno;;SO;HD II, HD IV;VU;;;333;58;20211103
933;51893212;Phengaris teleius;modrásek oèkovanı;Motıli;Bezdìk Milan;20210805;20210805;;8196768;PP Louka u Brodskıch;5152;Dolní Chøibská;-727199;-957698;BEZDÌK M. (2021) Inventarizaèní prùzkum denních motılù PP Louka u Brodskıch: Závìreèná zpráva. Veleò. Manuskript. 13 s., fotografická pøíloha. Archivuje Ústøední seznam ochrany pøírody, AOPK ÈR, Praha.;0;18;0;samice;;;;;let;0;dusno 22°C | V0 | O-Z | N4. Chvilkové teplé pøeháòky.;Celé území, seèené a neseèené èásti;Vlhké louky s døevinami, lemy okraje ruderalizované;;OP MapInv: Inventarizace MZCHÚ;Nálezová data ochrany pøírody;Pavlíèko Alois;1;;;Garantováno;;SO;HD II, HD IV;VU;;;333;58;20211103
934;51893211;Phengaris teleius;modrásek oèkovanı;Motıli;Bezdìk Milan;20210805;20210805;;8196768;PP Louka u Brodskıch;5152;Dolní Chøibská;-727199;-957698;BEZDÌK M. (2021) Inventarizaèní prùzkum denních motılù PP Louka u Brodskıch: Závìreèná zpráva. Veleò. Manuskript. 13 s., fotografická pøíloha. Archivuje Ústøední seznam ochrany pøírody, AOPK ÈR, Praha.;0;4;0;samci;;;;;let;0;dusno 22°C | V0 | O-Z | N4. Chvilkové teplé pøeháòky.;Celé území, seèené a neseèené èásti;Vlhké louky s døevinami, lemy okraje ruderalizované;;OP MapInv: Inventarizace MZCHÚ;Nálezová data ochrany pøírody;Pavlíèko Alois;1;;;Garantováno;;SO;HD II, HD IV;VU;;;333;58;20211103
935;51893184;Phengaris teleius;modrásek oèkovanı;Motıli;Bezdìk Milan;20210706;20210706;;8196768;PP Louka u Brodskıch;5152;Dolní Chøibská;-727199;-957698;BEZDÌK M. (2021) Inventarizaèní prùzkum denních motılù PP Louka u Brodskıch: Závìreèná zpráva. Veleò. Manuskript. 13 s., fotografická pøíloha. Archivuje Ústøední seznam ochrany pøírody, AOPK ÈR, Praha.;0;2;0;samice;;;;;let;0;11:30/12:30, 24°C | V1 | J | N4;Celé území, seèené a neseèené èásti;Vlhké louky s døevinami, lemy okraje ruderalizované;;OP MapInv: Inventarizace MZCHÚ;Nálezová data ochrany pøírody;Pavlíèko Alois;1;;;Garantováno;;SO;HD II, HD IV;VU;;;333;58;20211103
936;51893183;Phengaris teleius;modrásek oèkovanı;Motıli;Bezdìk Milan;20210706;20210706;;8196768;PP Louka u Brodskıch;5152;Dolní Chøibská;-727199;-957698;BEZDÌK M. (2021) Inventarizaèní prùzkum denních motılù PP Louka u Brodskıch: Závìreèná zpráva. Veleò. Manuskript. 13 s., fotografická pøíloha. Archivuje Ústøední seznam ochrany pøírody, AOPK ÈR, Praha.;0;30;0;samci;;;;;let;0;11:30/12:30, 24°C | V1 | J | N4;Celé území, seèené a neseèené èásti;Vlhké louky s døevinami, lemy okraje ruderalizované;;OP MapInv: Inventarizace MZCHÚ;Nálezová data ochrany pøírody;Pavlíèko Alois;1;;;Garantováno;;SO;HD II, HD IV;VU;;;333;58;20211103
937;51874685;Phengaris teleius;modrásek oèkovanı;Motıli;Zimmermann Kamil;20210715;20210717;;8185983;Chlum u Tøebonì a okolí - 7055 bc - plocha è. 6;7055;Chlum u Tøebonì;-721477;-1172625;Kamil Zimmermann (2021) Závìreèná zpráva: Intenzivní mapování denních motılù v CHKO Tøeboòsko.;0;1;0;jedinci;1-10;;;;let;0;;Na intenzivnì kosenıch loukách v okolí domu se nachází relativnì bohaté porosty krvavce. 48.9558111N, 14.9460378E;;;OP MapInv: Monitoring a mapování vybranıch druhù;Data z projektu: Monitoring a mapování vybranıch druhù;Zimmermann Kamil;1;;;Garantováno;;SO;HD II, HD IV;VU;;Souborní kulturních a kvìtnatıch luk v okolí staveb u Chlumu. Vìtšina luk intenzivnì seèena jen louky pøiléhající na les v jiní èásti obhospodaøovány extenzivnìji. Na nìkolika místech vıskyt krvavce totenu.;;412;20211022
938;51871512;Phengaris teleius;modrásek oèkovanı;Motıli;Zimmermann Kamil;20210715;20210717;;8185831;Staòkov a okolí - 7055 ba - plocha è. 7;7055;Chlum u Tøebonì;-721884;-1170615;Kamil Zimmermann (2021) Závìreèná zpráva: Intenzivní mapování denních motılù v CHKO Tøeboòsko.;0;5;0;jedinci;1-10;;;;let;0;Pøekvapivı nález. Zprvu se zdála louka degradovaná p intenzivním obhospodaøování v minulosti. 3/4 louky druhovì (kytky) nic moc.;Severozápadní okraj se silnım vıskytem krvavcù a tam nalezeni jedinci nausithouse.;;;OP MapInv: Monitoring a mapování vybranıch druhù;Data z projektu: Monitoring a mapování vybranıch druhù;Zimmermann Kamil;1;;;Garantováno;;SO;HD II, HD IV;VU;;Zajímavá kvìtnatá louka se zbytky intenzivnì obhospodaøovanımi plochami. V severozápadní èásti relativnì silná populace krvavce totenu.;;121;20211020
939;51870831;Phengaris teleius;modrásek oèkovanı;Motıli;Zimmermann Kamil;20210715;20210717;;8183917;Staòkov a okolí - 7055 ba - plocha è. 2;7055;íteè;-722544;-1168691;Kamil Zimmermann (2021) Závìreèná zpráva: Intenzivní mapování denních motılù v CHKO Tøeboòsko.;0;1;0;jedinci;1-10;;;;let;0;;Neèekanı nález - velmi málo krvavcù a jedinec zachycen na spodní vlhèí èásti lokality u lesa 48.9926233N, 14.9297011E;Místo hodnì zarostlé vysokou trávou a krvavce jen velmi ojedinìle.;;OP MapInv: Monitoring a mapování vybranıch druhù;Data z projektu: Monitoring a mapování vybranıch druhù;Zimmermann Kamil;1;;;Garantováno;;SO;HD II, HD IV;VU;;Kombinace vlhèí i sušší kvìtnatı luèní celek s relativnì øídkım vıskytem krvavce totenu.;;353;20211019
940;51870820;Phengaris teleius;modrásek oèkovanı;Motıli;Máslo Petr;20210804;20210804;;8189213;Malı Šachov;5252;Malı Šachov;-737537;-973633;MÁSLO P. (2021) Terénní zápisky - náhodná pozorování.;0;;0;jedinci;1-10;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Máslo Petr;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;50;20211019
941;51868711;Phengaris teleius;modrásek oèkovanı;Motıli;Zimmermann Kamil;20210715;20210717;;8183897;Mirochov a okolí - 6955 dc - plocha è. 7;6955;Mirochov;-721424;-1167108;Kamil Zimmermann (2021) Závìreèná zpráva: Intenzivní mapování denních motılù v CHKO Tøeboòsko.;0;8;0;jedinci;1-10;;;;let;0;;Vıskyt soustøedìn podél keøovıch porostù mezi loukou a rybníkem a dále v západní èásti lokality kde je nejvìtší vıskyt krvavce totenu;;;OP MapInv: Monitoring a mapování vybranıch druhù;Data z projektu: Monitoring a mapování vybranıch druhù;Zimmermann Kamil;1;;;Garantováno;;SO;HD II, HD IV;VU;;Velmi pìkná kvìtnatá louka s bohatım vıskytem krvavce totenu (zejména jiní èást podél hrany rybníka).;;112;20211019
942;51867996;Phengaris teleius;modrásek oèkovanı;Motıli;Zimmermann Kamil;20210715;20210717;;8126935;Mirochov a okolí - 6955 dc - plocha è. 1;6955;Liboøezy;-722147;-1165051;Kamil Zimmermann (2021) Závìreèná zpráva: Intenzivní mapování denních motılù v CHKO Tøeboòsko.;0;8;0;jedinci;1-10;;;;let;0;;Vìtšina nálezù mezi poární nádrí a Kulichovım rybníèkem na obou stranách drobné vodoteèe, kde jsou nejmasivnìjší vıskyty krvavce 49.0247739N, 14.9294839E, 49.0249147N, 14.9287275E 49.0245736N, 14.9280703E;;;OP MapInv: Monitoring a mapování vybranıch druhù;Data z projektu: Monitoring a mapování vybranıch druhù;Zimmermann Kamil;1;;;Garantováno;;SO;HD II, HD IV;VU;;Plocha lokalizována dle podkladù z AOPK - biotopy T - sekundární trávníky a vøesovištì a dle osodní dlouhodobé zkušenosti z území.;;111;20211018
943;51859799;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19520713;19520713;;8186688;Bohdaneè u Zbraslavic;6257;Bohdaneè u Zbraslavic;-689999;-1084735;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;0;;;;;SO;HD II, HD IV;VU;;;;1824;20211013
944;51858262;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19750802;19750802;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
945;51858258;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19750726;19750726;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;3;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
946;51858252;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19750721;19750721;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
947;51858246;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19750717;19750717;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
948;51858029;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19700719;19700719;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
949;51857991;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19680721;19680721;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
950;51857988;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19680718;19680718;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
951;51857986;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19680716;19680716;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
952;51857966;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19670730;19670730;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
953;51857887;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19640726;19640726;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
954;51857878;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19640717;19640717;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
955;51857871;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19640716;19640716;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
956;51857853;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19640713;19640713;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;3;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
957;51857805;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19630720;19630720;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
958;51857796;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19630716;19630716;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
959;51857705;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19610719;19610719;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;4;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
960;51857657;Phengaris teleius;modrásek oèkovanı;Motıli;Procházka Milan;19570808;19570808;;8186663;Manìtín;6045;Manìtín;-829218;-1041789;VOHÁROVÁ T., WALTER J. (2021) Soupis sbírky Západoèeského muzea v Plzni: Lepidoptera. Èást 3.;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;ND - Západoèeské muzeum v Plzni;Hejda Radek;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;2702;20211013
961;51857260;Phengaris teleius;modrásek oèkovanı;Motıli;Spitzer Lukáš;20210804;20210804;;8186531;Horní Beèva;6576;Horní Beèva;-470741.51;-1148269.8;Spitzer L. (2021) Extenzivní mapování denních motılù v kvadrátu 6576c.;0;1;0;;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;ND - Databáze BioLog;Spitzer Lukáš;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;100;20211013
962;51857073;Phengaris teleius;modrásek oèkovanı;Motıli;Spitzer Lukáš;20210708;20210708;;8186549;Horní Beèva;6576;Horní Beèva;-470747.32;-1148252.56;Spitzer L. (2021) Extenzivní mapování denních motılù v kvadrátu 6576c.;0;10;0;;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;ND - Databáze BioLog;Spitzer Lukáš;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;50;20211013;20211012;2139
963;51856493;Phengaris teleius;modrásek oèkovanı;Motıli;Spitzer Lukáš;20210708;20210708;;8186550;Bílá;6576;Bílá;-467881.95;-1148268;Spitzer L. (2021) Extenzivní mapování denních motılù v kvadrátu 6576c.;0;5;0;;;;;;;0;;;;;OP MapInv: Monitoring a mapování vybranıch druhù;ND - Databáze BioLog;Spitzer Lukáš;1;;;Garantováno;;SO;HD II, HD IV;VU;;;;200;20211013
964;51852838;Phengaris teleius;modrásek oèkovanı;Motıli;Filippovová Jarmila Michaela;20210723;20210723;;8183902;Plavsko;6955;Plavsko;-723421;-1157506;Mítek Pavel, Jarmila Filippovová (2021) Intenzivní mapování a inventarizace denních motılù MZCHÚ CHKO Tøeboòsko.;0;4;0;jedinci;;;;;let;0;;Na louce, poblí køovin;støednì vlhká louka typu Arrhenatherion, cca 0,5km od obce, s roztroušenımi keøi a stromy;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Filippovová Jarmila Michaela;1;;;Garantováno;;SO;HD II, HD IV;VU;Seè vhodnì naèasovaná: ano, Seè celoplošná: ano, Pastva: ne, sta_pritomnostrostlin: ano, Perspektiva lokality: velmi dobrá, Negativní vlivy na lokalitì: seè;;;0;20211008
