PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
18;61722171;Halictus scabiosae;;Blanokøídlí;Tomešová Andrea;20230911;20230911;;10241932;Bojanovice;6747;Bojanovice pod Rabím;-810438.84;-1121940.81;Tomešová A. (2024) Refugia biodiverzity xerotermního hmyzu v zemìdìlské krajinì pošumavskıch vápencù.;0;1;0;imaga;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Nálezová data ochrany pøírody;Tomešová Andrea;0;vìrohodnı záznam;;Návrh validace;;;;;;kruhová plocha o velikosti 1 ha;;0;20250213
19;61710636;Halictus semitectus;;Blanokøídlí;Marhoul Pavel;20210521;20210521;;10780197;PP Pánov;7168;Hodonín;-563126.14;-1198583.42;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
20;61710634;Halictus subauratus;;Blanokøídlí;Marhoul Pavel;20210512;20210512;;10780197;PP Pánov;7168;Hodonín;-563126.14;-1198583.42;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
21;61710632;Halictus semitectus;;Blanokøídlí;Marhoul Pavel;20210512;20210512;;10780197;PP Pánov;7168;Hodonín;-563126.14;-1198583.42;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;4;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
22;61710631;Halictus leucaheneus;;Blanokøídlí;Marhoul Pavel;20210512;20210512;;10780197;PP Pánov;7168;Hodonín;-563126.14;-1198583.42;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
23;61710615;Halictus maculatus;;Blanokøídlí;Veverková Zuzana;20210830;20210830;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
24;61710554;Halictus semitectus;;Blanokøídlí;Veverková Zuzana;20210726;20210726;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
25;61710553;Halictus maculatus;;Blanokøídlí;Veverková Zuzana;20210726;20210726;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
26;61710457;Halictus maculatus;;Blanokøídlí;Veverková Zuzana;20200829;20200829;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
27;61710407;Halictus subauratus;;Blanokøídlí;Veverková Zuzana;20200730;20200730;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
28;61710393;Halictus tumulorum;;Blanokøídlí;Veverková Zuzana;20200624;20200624;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
29;61710370;Halictus semitectus;;Blanokøídlí;Èíek Oldøich;20200613;20200613;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
30;61710333;Halictus semitectus;;Blanokøídlí;Èíek Oldøich;20200518;20200518;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
31;61710332;Halictus maculatus;;Blanokøídlí;Èíek Oldøich;20200518;20200518;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
32;61710322;Halictus semitectus;;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
33;61710196;Halictus tumulorum;;Blanokøídlí;Veverková Zuzana;20180827;20180827;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
34;61710028;Halictus rubicundus;;Blanokøídlí;Veverková Zuzana;20170720;20170720;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
35;61709917;Halictus semitectus;;Blanokøídlí;Veverková Zuzana;20210830;20210830;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
36;61709831;Halictus tumulorum;;Blanokøídlí;Èíek Oldøich;20200807;20200807;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
37;61709811;Halictus tumulorum;;Blanokøídlí;Veverková Zuzana;20200730;20200730;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
38;61709777;Halictus semitectus;;Blanokøídlí;Veverková Zuzana;20200529;20200529;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
39;61709761;Halictus semitectus;;Blanokøídlí;Èíek Oldøich;20200518;20200518;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;3;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
40;61709754;Halictus tumulorum;;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
41;61709699;Halictus semitectus;;Blanokøídlí;Veverková Zuzana;20190729;20190729;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;CR;;;;1;20250212
