PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;KODHN;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
11;61873336;Andrena clarkella;;Blanokøídlí;Dedek Pavel;20250312;20250312;;10856163;Mikulov - Mikulov na Moravì;7166;Mikulov na Moravì;-596487.85;-1203647.48;DEDEK P. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Dedek Pavel;0;vìrohodnı záznam;;Návrh validace;;;;;;;;10;20250313
12;61719094;Andrena fulva;;Blanokøídlí;Rada Stanislav;20230316;20230824;;10780818;Zábøeh - Krump. potok a Novodvor. meze;6167;Zábøeh na Moravì;-568876.89;-1087111.05;RADA S. A KOL. (2024) Silnice I/44 Zábøeh–obchvat: Hodnocení vlivù závaného zásahu na zájmy ochrany pøírody a krajiny ve smyslu §67 zákona 114/1992 Sb. HBH Projekt, spol. s r.o.;0;;0;;;;;0;;komplex luk vıchodnì od mìsta mezi Novodvorskımi mezemi a Krumpašskım potokem;;;Sbìr floristickıch a faunistickıch nálezù;Data projektu HBH Projekt, spol. s r.o.;Rada Stanislav;0;;;;;;;;;;;422;20250213
13;61710630;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Marhoul Pavel;20200423;20200423;;10780197;PP Pánov;7168;Hodonín;-563126.14;-1198583.42;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;DD;;;;1;20250212
14;61710629;Andrena argentata;pískorypka støíbøitá;Blanokøídlí;Marhoul Pavel;20200423;20200423;;10780197;PP Pánov;7168;Hodonín;-563126.14;-1198583.42;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
15;61710483;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20210528;20210528;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
16;61710404;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20200730;20200730;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
17;61710391;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Veverková Zuzana;20200624;20200624;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;DD;;;;1;20250212
18;61710369;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Èíek Oldøich;20200613;20200613;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;DD;;;;1;20250212
19;61710321;Andrena argentata;pískorypka støíbøitá;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
20;61710202;Andrena nigroaenea;;Blanokøídlí;Veverková Zuzana;20190430;20190430;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
21;61710201;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20190430;20190430;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
22;61710105;Andrena nigroaenea;;Blanokøídlí;Veverková Zuzana;20180425;20180425;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
23;61709923;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780196;PP Pánov;7168;Hodonín;-563002.22;-1198899.12;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
24;61709828;Andrena flavipes;;Blanokøídlí;Èíek Oldøich;20200807;20200807;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
25;61709641;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Èíek Oldøich;20190612;20190612;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;DD;;;;1;20250212
26;61709618;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Veverková Zuzana;20190529;20190529;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;DD;;;;1;20250212
27;61709520;Andrena dorsata;;Blanokøídlí;Veverková Zuzana;20180626;20180626;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
28;61709444;Andrena humilis;;Blanokøídlí;Veverková Zuzana;20180425;20180425;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
29;61709321;Andrena ventralis;pískorypka svìtloústá;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780195;PP Pánov;7168;Hodonín;-563173.08;-1199107.1;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
30;61709193;Andrena minutula;;Blanokøídlí;Veverková Zuzana;20210530;20210530;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
31;61709179;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20210504;20210504;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
32;61709042;Andrena minutula;;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
33;61709041;Andrena dorsata;;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
34;61708720;Andrena argentata;pískorypka støíbøitá;Blanokøídlí;Veverková Zuzana;20180529;20180529;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
35;61708671;Andrena nigroaenea;;Blanokøídlí;Veverková Zuzana;20180425;20180425;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
36;61708670;Andrena humilis;;Blanokøídlí;Veverková Zuzana;20180425;20180425;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
37;61708669;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20180425;20180425;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
38;61708474;Andrena gravida;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
39;61708473;Andrena fulva;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
40;61708472;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780194;PP Pánov;7168;Hodonín;-563285.85;-1198402.8;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
41;61708234;Andrena argentata;pískorypka støíbøitá;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
42;61707994;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20180626;20180626;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
43;61707993;Andrena dorsata;;Blanokøídlí;Veverková Zuzana;20180626;20180626;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
44;61707928;Andrena subopaca;;Blanokøídlí;Veverková Zuzana;20180529;20180529;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
45;61707898;Andrena ovatula;pískorypka bìlopruhá;Blanokøídlí;Èíek Oldøich;20180513;20180513;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;DD;;;;1;20250212
46;61707889;Andrena barbilabris;;Blanokøídlí;Veverková Zuzana;20180425;20180425;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
47;61707767;Andrena barbilabris;;Blanokøídlí;Veverková Zuzana;20170525;20170525;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
48;61707740;Andrena praecox;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
49;61707739;Andrena mitis;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
50;61707738;Andrena minutula;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
51;61707737;Andrena gravida;;Blanokøídlí;Veverková Zuzana;20170426;20170426;;10780193;PP Pánov;7168;Hodonín;-563011.19;-1198638.67;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
52;61707644;Andrena dorsata;;Blanokøídlí;Veverková Zuzana;20210504;20210504;;10780192;PP Pánov;7168;Hodonín;-563281.14;-1198949.88;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
53;61707424;Andrena nigroaenea;;Blanokøídlí;Veverková Zuzana;20190529;20190529;;10780192;PP Pánov;7168;Hodonín;-563281.14;-1198949.88;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
54;61707409;Andrena taraxaci;;Blanokøídlí;Veverková Zuzana;20190430;20190430;;10780192;PP Pánov;7168;Hodonín;-563281.14;-1198949.88;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;2;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
55;61707328;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20180626;20180626;;10780192;PP Pánov;7168;Hodonín;-563281.14;-1198949.88;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
56;61707251;Andrena nigroaenea;;Blanokøídlí;Veverková Zuzana;20180425;20180425;;10780192;PP Pánov;7168;Hodonín;-563281.14;-1198949.88;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
57;61707168;Andrena gravida;;Blanokøídlí;Veverková Zuzana;20170525;20170525;;10780192;PP Pánov;7168;Hodonín;-563281.14;-1198949.88;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
58;61706983;Andrena flavipes;;Blanokøídlí;Veverková Zuzana;20210504;20210504;;10780191;PP Pánov;7168;Hodonín;-563140.19;-1198574.59;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
59;61706910;Andrena argentata;pískorypka støíbøitá;Blanokøídlí;Veverková Zuzana;20200624;20200624;;10780191;PP Pánov;7168;Hodonín;-563140.19;-1198574.59;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;NT;;;;1;20250212
60;61706834;Andrena taraxaci;;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780191;PP Pánov;7168;Hodonín;-563140.19;-1198574.59;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
61;61706833;Andrena minutula;;Blanokøídlí;Veverková Zuzana;20200426;20200426;;10780191;PP Pánov;7168;Hodonín;-563140.19;-1198574.59;Beleco (2022) Military LIFE for Nature – Zlepšení podmínek pro evropsky vıznamné druhy a typy pøírodních stanoviš v opuštìnıch vojenskıch prostorech (LIFE15 NAT/CZ/001028).;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Data z projektu: LIFE15 NAT/CZ/001028;Marhoul Pavel;0;;;;;;;;;;;1;20250212
