PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
1;65090496;Bombus pascuorum;èmelák rolní;Blanokøídlí;Machaè Ondøej;20250816;20250816;;12567366;Dolní Krupá;6359;Bøevnice;-663507.28;-1102511.12;MACHAÈ O. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;imaga;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Machaè Ondøej;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;10;20250819
2;65090495;Bombus lapidarius;èmelák skalní;Blanokøídlí;Machaè Ondøej;20250816;20250816;;12567366;Dolní Krupá;6359;Bøevnice;-663507.28;-1102511.12;MACHAÈ O. (2025) Terénní zápisky - náhodná pozorování.;0;2;0;imaga;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Machaè Ondøej;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;10;20250819
3;65085477;Bombus terrestris;èmelák zemní;Blanokøídlí;Pavlíèko Alois;20250815;20250815;;12564810;Zahájí, SZ strana louky;6952;Zliv u Èeskıch Budìjovic;-761116.44;-1153898.61;PAVLÍÈKO A. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Pavlíèko Alois;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;4;20250818
4;65085476;Bombus pratorum;èmelák luèní;Blanokøídlí;Pavlíèko Alois;20250815;20250815;;12564810;Zahájí, SZ strana louky;6952;Zliv u Èeskıch Budìjovic;-761116.44;-1153898.61;PAVLÍÈKO A. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Pavlíèko Alois;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;4;20250818
5;65085449;Bombus terrestris;èmelák zemní;Blanokøídlí;Pavlíèko Alois;20250815;20250815;;12564808;Draíè-Tın nad Vltavou 1, Vranov 11;6751;Draíè;-761204.26;-1129039.68;PAVLÍÈKO A. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Pavlíèko Alois;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;4;20250818
6;65071232;Bombus pascuorum;èmelák rolní;Blanokøídlí;Machaè Ondøej;20250813;20250813;;12558498;Zubøí, CHKO elezné hory;6260;Trhová Kamenice;-648976.71;-1089787.71;MACHAÈ O. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;imaga;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Machaè Ondøej;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;10;20250815
7;65050599;Bombus sp.;;Blanokøídlí;Brodeckı Pavel;20250805;20250805;;12542854;PP Sládkova stráò;5956;Dobøichov;-699327.63;-1050634.57;BRODECKİ P. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;hojnì;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Brodeckı Pavel;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;50;20250808;20250807;24999
8;65050591;Bombus sp.;;Blanokøídlí;Brodeckı Pavel;20250806;20250806;;12542853;PP Kozí hùra;5857;ehuò;-679982.24;-1047406.14;BRODECKİ P. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;hojnì;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Brodeckı Pavel;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;10;20250808;20250807;24999
9;65043051;Bombus lapidarius;èmelák skalní;Blanokøídlí;Machaè Ondøej;20250804;20250804;;12536741;Leština u Svìtlé;6258;Leština u Svìtlé;-677682.7;-1086323.14;MACHAÈ O. (2025) Terénní zápisky - náhodná pozorování.;0;4;0;imaga;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Machaè Ondøej;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;50;20250805
10;65043050;Bombus terrestris;èmelák zemní;Blanokøídlí;Machaè Ondøej;20250804;20250804;;12536741;Leština u Svìtlé;6258;Leština u Svìtlé;-677682.7;-1086323.14;MACHAÈ O. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;imaga;;;;;;0;;;;;Mobilní sbìr dat;ND - Databáze BioLog;Machaè Ondøej;0;vìrohodnı záznam;;Návrh validace;;O;;;;;;50;20250805
