PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;KODHN;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
11;63145553;Osmia cornuta;zednice rohatá;Blanokøídlí;Pijálková Hela;20250309;20250309;;11104564;Milovice - Benátecká Vrutice;5755;Benátecká Vrutice;-710581.98;-1031123.6;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330;20250329;33898
12;63145552;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20220407;20220407;;11104558;Hodonín;7168;Hodonín;-564553.74;-1202322.29;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samice;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Kateøina Bezányiová, Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330;20250329;33898
13;63145551;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20240322;20240322;;11104557;Buštìhrad;5851;Buštìhrad;-758341.42;-1033598.97;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
14;63145550;Osmia cornuta;zednice rohatá;Blanokøídlí;Valinová Eliška;20250316;20250316;;11104562;Litomìøice - Mìsto;5450;Litomìøice;-756520.31;-991025.07;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Na hmyzím domku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
15;63145542;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20230322;20230322;;11104565;Podolí u Brna;6866;Podolí u Brna;-589968.76;-1162190.93;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;2;0;jedinci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav KoïousekPáøící se pár.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330;20250401;33898
16;63145539;Osmia cornuta;zednice rohatá;Blanokøídlí;Bogush Petr;20240325;20240325;;11104561;Malnice;5648;Malnice;-788695.84;-1008593.53;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Datum pøiblinì.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
17;63145538;Osmia cornuta;zednice rohatá;Blanokøídlí;Pospíšilová Kristına;20240402;20240402;;11104560;Dr. Uhra, Prostìjov;6568;Prostìjov;-559994.37;-1134567.2;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku. Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
18;63145449;Osmia cornuta;zednice rohatá;Blanokøídlí;Srbková Hana;20250317;20250317;;11104559;Slanı;5750;Slanı;-764377.19;-1023979.78;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
19;63145447;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20250309;20250309;;11104572;Høedle;5848;Høedle;-788691.54;-1025306.7;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;2;0;jedinci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Kateøina Bezányiová, Václav KoïousekPáøící se pár.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330;20250329;33898
20;63145446;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20230319;20230319;;11104569;Újezd u Brna;6866;Újezd u Brna;-588486.64;-1171935.79;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Kateøina Bezányiová, Václav KoïousekNa hmyzím domku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
21;63145445;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20250326;20250326;;11104568;Lednice na Moravì;7266;Lednice na Moravì;-588743.7;-1206201.87;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;2;0;jedinci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek, Kateøina Bezányiová;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
22;63145430;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20210326;20210326;;11104556;Meziboøí;6563;Meziboøí;-623484.82;-1133949.59;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;1;0;samci;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Petr BogushHnízdící.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;50;20250330
23;63145423;Osmia cornuta;zednice rohatá;Blanokøídlí;Hanzlík Václav;20250316;20250316;;11104555;Za Lesem, Neratovice;5753;Neratovice;-733652.93;-1024321.4;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav Koïousek;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;30;20250330
24;63145422;Osmia cornuta;zednice rohatá;Blanokøídlí;Hanzlík Václav;20240315;20240315;;11104554;Za Lesem, Neratovice - Neratovice;5753;Neratovice;-733652.93;-1024321.4;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku. Det.: Václav KoïousekNa hmyzím domì.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;10;20250330
25;63145296;Osmia cornuta;zednice rohatá;Blanokøídlí;Facebook Uivatel;20240329;20240329;;11104571;Prostìjov;6568;Prostìjov;-559615.44;-1133768.65;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav KoïousekHnízdící.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
26;63145295;Osmia cornuta;zednice rohatá;Blanokøídlí;Veselá Zuzana;20250309;20250309;;11104570;Praha - ikov;5952;ikov;-740700.93;-1043738.68;KOÏOUSEK V. (2025) Terénní zápisky - náhodná pozorování.;0;;0;;;;;0;Ze skupiny Urèování bezobratlıch na Facebooku.Det.: Václav KoïousekNa hmyzím domku.;;;;Mobilní sbìr dat;ND - Databáze BioLog;Koïousek Václav;0;vìrohodnı záznam;;Návrh validace;;;;EN;;;;100;20250330
