PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;PATROVITOST;KODHN;ETOLOGIE;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
22;63140453;Bombylius fimbriatus;;Dvoukøídlí;Èelechovskı Alois, Èelechovskı David;20240608;20240608;;11100237;Hnanice, Šobes;7161;Podmolí;-648783.18;-1197589.84;Èelechovskı D. (2024) Prùzkum dlouhososek (Diptera: Bombyliidae) na území NP Podyjí.;0;1;0;samice;;;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Monitoring a mapování vybranıch druhù;Jeøábková Lenka;1;;;Garantováno;;;;;;;;1;20250327
23;60163154;Bombylius medius;;Dvoukøídlí;iNaturalist_Jonáš Gaigr;20220513;20220513;;10293256;Praha 5;5951;Motol;-750108.97;-1044443.97;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 199836059, URL link: <a href='https://www.inaturalist.org/observations/199836059' target='_blank'>https://www.inaturalist.org/observations/199836059</a>, image URL link: <a href='https://static.inaturalist.org/photos/352467692/medium.jpg' target='_blank'>https://static.inaturalist.org/photos/352467692/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
24;60163153;Bombylius major;;Dvoukøídlí;iNaturalist_Tomáš Vrána;20220329;20220329;;10293255;763 16 Fryšták;6772;Dolní Ves;-520513.73;-1161161.02;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 188275601, URL link: <a href='https://www.inaturalist.org/observations/188275601' target='_blank'>https://www.inaturalist.org/observations/188275601</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/329476175/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/329476175/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
25;60163152;Bombylius major;;Dvoukøídlí;iNaturalist_Tomáš Vrána;20230331;20230331;;10293254;Bøeclav;7267;Bøeclav;-583285.1;-1215255.53;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 188053647, URL link: <a href='https://www.inaturalist.org/observations/188053647' target='_blank'>https://www.inaturalist.org/observations/188053647</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/329015683/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/329015683/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
26;60163151;Bombylius major;;Dvoukøídlí;iNaturalist_hic_sunt_leones;20230523;20230523;;10293253;Praha 5;5952;Jinonice;-747849.65;-1047094.14;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 175835716, URL link: <a href='https://www.inaturalist.org/observations/175835716' target='_blank'>https://www.inaturalist.org/observations/175835716</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/305623188/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/305623188/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
27;60163150;Bombylius major;;Dvoukøídlí;iNaturalist_Pavel Šinkyøík;20230528;20230528;;10293252;679 61 Letovice;6365;Dolní Smrov;-597225.51;-1115321.26;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 164300301, URL link: <a href='https://www.inaturalist.org/observations/164300301' target='_blank'>https://www.inaturalist.org/observations/164300301</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/284259867/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/284259867/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
28;60163149;Bombylius major;;Dvoukøídlí;iNaturalist_romanvrbicek;20230528;20230528;;10293251;768 02 Zdounky;6770;Cvrèovice u Zdounek;-543888.94;-1164194.34;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 164205450, URL link: <a href='https://www.inaturalist.org/observations/164205450' target='_blank'>https://www.inaturalist.org/observations/164205450</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/284087151/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/284087151/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
29;60163148;Bombylius major;;Dvoukøídlí;iNaturalist_Bára Kleèková;20230505;20230505;;10293250;Libeø, Libeø, 20;6052;Libeø;-741198.06;-1061723.6;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 159872068, URL link: <a href='https://www.inaturalist.org/observations/159872068' target='_blank'>https://www.inaturalist.org/observations/159872068</a>, image URL link: <a href='https://static.inaturalist.org/photos/276244722/medium.jpg' target='_blank'>https://static.inaturalist.org/photos/276244722/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
30;60163147;Bombylius major;;Dvoukøídlí;iNaturalist_manumea2000;20230501;20230501;;10293249;Kamık, Praha 12, Praha;5952;Kamık;-742783.24;-1051741.69;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 158794992, URL link: <a href='https://www.inaturalist.org/observations/158794992' target='_blank'>https://www.inaturalist.org/observations/158794992</a>, image URL link: <a href='https://static.inaturalist.org/photos/274383987/medium.jpg' target='_blank'>https://static.inaturalist.org/photos/274383987/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
31;60163146;Bombylius major;;Dvoukøídlí;iNaturalist_pavouk;20230430;20230430;;10293248;Praha 5;5952;Košíøe;-747925.84;-1044540.56;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 158732960, URL link: <a href='https://www.inaturalist.org/observations/158732960' target='_blank'>https://www.inaturalist.org/observations/158732960</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/274282290/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/274282290/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
32;60163145;Bombylius major;;Dvoukøídlí;iNaturalist_Veronika Florianová;20230501;20230501;;10293247;Kraví hora, Brno, 64;6765;Veveøí;-599829.25;-1159585.47;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 158719342, URL link: <a href='https://www.inaturalist.org/observations/158719342' target='_blank'>https://www.inaturalist.org/observations/158719342</a>, image URL link: <a href='https://static.inaturalist.org/photos/274261939/medium.jpg' target='_blank'>https://static.inaturalist.org/photos/274261939/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
33;60163144;Bombylius major;;Dvoukøídlí;iNaturalist_Ales Tomek;20230430;20230430;;10293246;Praha 13;5952;Jinonice;-748816.9;-1047722.39;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 158163807, URL link: <a href='https://www.inaturalist.org/observations/158163807' target='_blank'>https://www.inaturalist.org/observations/158163807</a>, image URL link: <a href='https://static.inaturalist.org/photos/273375993/medium.jpg' target='_blank'>https://static.inaturalist.org/photos/273375993/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
34;60163143;Bombylius major;;Dvoukøídlí;iNaturalist_Katerina Dupalova;20230430;20230430;;10293245;Brno-Knínièky 349, 635 00 Brno;6764;Knínièky;-605384.88;-1153858.08;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 158130101, URL link: <a href='https://www.inaturalist.org/observations/158130101' target='_blank'>https://www.inaturalist.org/observations/158130101</a>, image URL link: <a href='https://static.inaturalist.org/photos/273323585/medium.jpeg' target='_blank'>https://static.inaturalist.org/photos/273323585/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
35;60163142;Bombylius major;;Dvoukøídlí;iNaturalist_Marta;20230430;20230430;;10293244;Praha 52, 152 00 Praha;5952;Jinonice;-746342.64;-1047699.06;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 158083946, URL link: <a href='https://www.inaturalist.org/observations/158083946' target='_blank'>https://www.inaturalist.org/observations/158083946</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/273250077/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/273250077/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
36;60163141;Bombylius major;;Dvoukøídlí;iNaturalist_mnauky;20230430;20230430;;10293243;Praha 8;5852;Troja;-742367;-1038796.37;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 158039488, URL link: <a href='https://www.inaturalist.org/observations/158039488' target='_blank'>https://www.inaturalist.org/observations/158039488</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/273177869/medium.jpg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/273177869/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
37;60163140;Bombylius major;;Dvoukøídlí;iNaturalist_Martin Hrouzek;20230428;20230428;;10293242;Uherské Hradištì;6971;Vésky;-534049.35;-1183670.48;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 157105403, URL link: <a href='https://www.inaturalist.org/observations/157105403' target='_blank'>https://www.inaturalist.org/observations/157105403</a>, image URL link: <a href='https://static.inaturalist.org/photos/271686810/medium.jpeg' target='_blank'>https://static.inaturalist.org/photos/271686810/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
38;60163139;Bombylius major;;Dvoukøídlí;iNaturalist_shaunda9;20230428;20230428;;10293241;Skalka, Praha 5, Praha;5952;Smíchov;-747016.47;-1044180.61;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 157028834, URL link: <a href='https://www.inaturalist.org/observations/157028834' target='_blank'>https://www.inaturalist.org/observations/157028834</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/271572857/medium.jpg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/271572857/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
39;60163138;Bombylius major;;Dvoukøídlí;iNaturalist_Michiel de Groot;20230427;20230427;;10293240;Ceske Budejovice;7052;Èeské Budìjovice 2;-756852.69;-1166388.21;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 156908206, URL link: <a href='https://www.inaturalist.org/observations/156908206' target='_blank'>https://www.inaturalist.org/observations/156908206</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/271362632/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/271362632/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
40;60163137;Bombylius major;;Dvoukøídlí;iNaturalist_Martin Mráz;20230426;20230426;;10293239;Plzeò 12, 312 00 Plzeò-Plzeò 4;6246;Doubravka;-820140.91;-1069839.66;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 156785658, URL link: <a href='https://www.inaturalist.org/observations/156785658' target='_blank'>https://www.inaturalist.org/observations/156785658</a>, image URL link: <a href='https://static.inaturalist.org/photos/271142714/medium.jpeg' target='_blank'>https://static.inaturalist.org/photos/271142714/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
41;60163136;Bombylius major;;Dvoukøídlí;iNaturalist_Radim Pauliè;20230421;20230421;;10293238;386 01 Drouetice;6749;Drouetice;-792774.95;-1125231.27;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 156214151, URL link: <a href='https://www.inaturalist.org/observations/156214151' target='_blank'>https://www.inaturalist.org/observations/156214151</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/270098194/medium.jpeg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/270098194/medium.jpeg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
42;60163135;Bombylius major;;Dvoukøídlí;iNaturalist_Petr Harant;20230422;20230422;;10293237;289 34 Roïalovice;5657;Roïalovice;-685786.69;-1025909.61;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 156109284, URL link: <a href='https://www.inaturalist.org/observations/156109284' target='_blank'>https://www.inaturalist.org/observations/156109284</a>, image URL link: <a href='https://inaturalist-open-data.s3.amazonaws.com/photos/269899861/medium.jpg' target='_blank'>https://inaturalist-open-data.s3.amazonaws.com/photos/269899861/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
43;60163134;Bombylius major;;Dvoukøídlí;iNaturalist_Tomáš Jedlièka;20230422;20230422;;10293236;Chránìná Krajinná Oblast Kokoøínsko-Máchùv Kraj, Mšeno, 20;5553;Olešno;-724833.23;-1003797.78;iNaturalist (2024) Data ÈR 2022-2023 (iNaturalist.com).;0;;0;;;;;;;0;ID iNaturalist: 156107008, URL link: <a href='https://www.inaturalist.org/observations/156107008' target='_blank'>https://www.inaturalist.org/observations/156107008</a>, image URL link: <a href='https://static.inaturalist.org/photos/269898091/medium.jpg' target='_blank'>https://static.inaturalist.org/photos/269898091/medium.jpg</a>;;;;Sbìr floristickıch a faunistickıch nálezù;iNaturalist - data ÈR;Chobot Karel;0;;;;;;;;;;;0;20241129
