PORADI;ID_NALEZ;DRUH;CESKE_JMENO;KAT_TAX;AUTOR;DATUM_OD;DATUM_DO;CAS;ID_LOKAL;NAZ_LOKAL;SITMAP;KATASTR;X;Y;ZDROJ;NEGATIV;POCET;ODHAD;POCITANO;REL_POC;POKRYVN;KODHN;KOMPLETNI_SEZNAM;POZNAMKA;UMIST_NAL;POP_BIOT;TAX_POZN;PROJEKT;DAT_SADA;ZAPSAL;VEROH;VALIDACE;VAL_POZN;GARANCE;GAR_POZN;VYHLASKA;EVD;REDLIST;STRUKT_POZN;CXLOKAL_POZN;CXLOKAL_Z;CXPRESNOST;DATI_INSERT;DATI_UPDATE;UPDATOR
1383;45526127;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171105;20171105;;6651063;KÚ: Valtrovice;7263;Valtrovice;-630921.17;-1201835.4;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;2;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1384;45526126;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171105;20171105;;6651062;KÚ: Valtrovice;7263;Valtrovice;-631440.11;-1201829.46;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;10;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1385;45526125;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171105;20171105;;6651061;KÚ: Valtrovice;7263;Valtrovice;-631503.15;-1201769.47;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;1;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1386;45526124;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171103;20171103;;6651060;KÚ: Ivaò;7065;Ivaò;-602766.18;-1188689.33;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;1;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1387;45526123;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171103;20171103;;6651059;KÚ: Ivaò;7065;Ivaò;-602780.28;-1188725.09;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;1;0;jedinci;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1388;45526122;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171103;20171103;;6651058;KÚ: Ivaò;7065;Ivaò;-602777.57;-1188737.81;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;2;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1389;45526121;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171103;20171103;;6651057;KÚ: Pouzdøany;7065;Pouzdøany;-600929.67;-1191184.06;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;1;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1390;45526120;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171103;20171103;;6651056;KÚ: Pouzdøany;7065;Pouzdøany;-600929.24;-1191236.92;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;2;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1391;45526119;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171103;20171103;;6651055;KÚ: Pouzdøany;7065;Pouzdøany;-600980.2;-1191215.88;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;5;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
1392;45526118;Cucujus cinnaberinus;lesák rumìlkovı;Brouci;Vlk Robert;20171103;20171103;;6651054;KÚ: Pouzdøany;7065;Pouzdøany;-600965.9;-1191291.99;VLK ROBERT (2017) Monitoring Cucujus cinnaberinus.;0;1;0;larvy;;;;0;;;;;Sbìr floristickıch a faunistickıch nálezù;Hejda Radek: Import nálezù;Bárdyová Mária;0;;;;;SO;HD II, HD IV;VU;;;;1;20180822
