DRUH;celkem_sitmap_0;sitmap_0_plne_inat;procento_0_plne_inat;celkem_1_sitmap;sitmap_1_plne_inat;procento_1_plne_inat;REDLIST
Lucanus cervus;205;7;3,41463414634146;485;47;9,690721649484537;NA
Cerambyx cerdo;64;2;3,12500000000000;125;7;5,600000000000001;NA
Cucujus cinnaberinus;248;0;0,00000000000000;501;4;0,798403193612774;NA
